ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Balanced,Essentials,Full,Notes
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.IntegrationServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Integration Services (Windows Server),This object discovery discovers if SQL Server 2012 Integrate Services is installed.,Frequency,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.SeedDiscovery,Discovery,SQL Server 2012 DB Installation Discovery Source,This object discovery discovers a seed for Microsoft SQL Server 2012 installation. This object indicates that the particular server computer contains Microsoft SQL Server 2012 installation.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.SeedDiscovery,Discovery,SQL Server 2012 DB Installation Discovery Source,This object discovery discovers a seed for Microsoft SQL Server 2012 installation. This object indicates that the particular server computer contains Microsoft SQL Server 2012 installation.,Frequency,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DatabaseUserPolicyDiscoveryRule,Discovery,SQL Server 2012 Database Custom User Policy Discovery,Discovery of Custom User Policies for SQL Server 2012 Database,Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DatabaseUserPolicyDiscoveryRule,Discovery,SQL Server 2012 Database Custom User Policy Discovery,Discovery of Custom User Policies for SQL Server 2012 Database,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AgentDiscovery,Discovery,Discover SQL Server Agent for a DB Engine,This object discovery discovers the SQL Server Agent for an instance of SQL Server 2012 DB Engine.  There will always be one SQL Server Agent instance for each DB Engine instance.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AgentDiscovery,Discovery,Discover SQL Server Agent for a DB Engine,This object discovery discovers the SQL Server Agent for an instance of SQL Server 2012 DB Engine.  There will always be one SQL Server Agent instance for each DB Engine instance.,Frequency,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.IntegrationServicesGroup.Discovery,Discovery,MSSQL 2012: Populate SQL Server 2012 Integration Services Group,This discovery rule populates SQL Server 2012 Integration Services Group with all SQL Server 2012 Integration Services.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AnalysisServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Analysis Services (Windows Server),"This object discovery discovers all instances of SQL Server 2012 Analysis Services.  By default, all instances are discovered and monitored.",Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AnalysisServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Analysis Services (Windows Server),"This object discovery discovers all instances of SQL Server 2012 Analysis Services.  By default, all instances are discovered and monitored.",TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AnalysisServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Analysis Services (Windows Server),"This object discovery discovers all instances of SQL Server 2012 Analysis Services.  By default, all instances are discovered and monitored.",SyncTime,string,,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AnalysisServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Analysis Services (Windows Server),"This object discovery discovers all instances of SQL Server 2012 Analysis Services.  By default, all instances are discovered and monitored.",IntervalSeconds,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DatabaseDiscoveryRule,Discovery,Discover Databases for a Database Engine,"This object discovery discovers all databases running for a given instance of SQL Server 2012 DB Engine.  By default, all databases are discovered and monitored.  You can override the discovery to exclude one or more databases from being discovered using the Exclude List.  This list takes a comma-separated list of database names or * wildcard to exclude all databases.",Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DatabaseDiscoveryRule,Discovery,Discover Databases for a Database Engine,"This object discovery discovers all databases running for a given instance of SQL Server 2012 DB Engine.  By default, all databases are discovered and monitored.  You can override the discovery to exclude one or more databases from being discovered using the Exclude List.  This list takes a comma-separated list of database names or * wildcard to exclude all databases.",SyncTime,string,,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DatabaseDiscoveryRule,Discovery,Discover Databases for a Database Engine,"This object discovery discovers all databases running for a given instance of SQL Server 2012 DB Engine.  By default, all databases are discovered and monitored.  You can override the discovery to exclude one or more databases from being discovered using the Exclude List.  This list takes a comma-separated list of database names or * wildcard to exclude all databases.",TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DatabaseDiscoveryRule,Discovery,Discover Databases for a Database Engine,"This object discovery discovers all databases running for a given instance of SQL Server 2012 DB Engine.  By default, all databases are discovered and monitored.  You can override the discovery to exclude one or more databases from being discovered using the Exclude List.  This list takes a comma-separated list of database names or * wildcard to exclude all databases.",ExcludeList,string,,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DatabaseDiscoveryRule,Discovery,Discover Databases for a Database Engine,"This object discovery discovers all databases running for a given instance of SQL Server 2012 DB Engine.  By default, all databases are discovered and monitored.  You can override the discovery to exclude one or more databases from being discovered using the Exclude List.  This list takes a comma-separated list of database names or * wildcard to exclude all databases.",IntervalSeconds,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBEnginesWithManyDBsGroupDiscovery,Discovery,MSSQL 2012: Populate SQL Server 2012 DB Engines With Many DBs Group,This discovery rule populates the SQL Server 2012 DB Engines With Many DBs Group with all SQL Server 2012 DB Engines with many DBs.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AgentJobDiscoveryRule,Discovery,Discover SQL Server 2012 Agent Jobs,This object discovery discovers all SQL Server 2012 Agent jobs.  The discovery is disabled by default.,Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AgentJobDiscoveryRule,Discovery,Discover SQL Server 2012 Agent Jobs,This object discovery discovers all SQL Server 2012 Agent jobs.  The discovery is disabled by default.,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AgentJobDiscoveryRule,Discovery,Discover SQL Server 2012 Agent Jobs,This object discovery discovers all SQL Server 2012 Agent jobs.  The discovery is disabled by default.,IntervalSeconds,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AgentJobDiscoveryRule,Discovery,Discover SQL Server 2012 Agent Jobs,This object discovery discovers all SQL Server 2012 Agent jobs.  The discovery is disabled by default.,SyncTime,string,,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DatabasesGroup.Discovery,Discovery,MSSQL 2012: Populate SQL Server 2012 Databases Group,This discovery rule populates SQL Server 2012 Databases group with all SQL Server 2012 databases.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.InstancesGroup.Discovery,Discovery,MSSQL 2012: Populate SQL Server 2012 Instance Group,This discovery rule populates SQL Server 2012 Instance group with all SQL Server 2012 DB Engines.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.Discovery.DBFilesPartitionSeed,Discovery,MSSQL 2012: Discover DB Group Seed,This discovery rule discovers the file information for each SQL Server 2012 Database.,Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.Discovery.DBFilesPartitionSeed,Discovery,MSSQL 2012: Discover DB Group Seed,This discovery rule discovers the file information for each SQL Server 2012 Database.,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.Discovery.DBFilesPartitionSeed,Discovery,MSSQL 2012: Discover DB Group Seed,This discovery rule discovers the file information for each SQL Server 2012 Database.,PartitionCount,int,10,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReplicationPublicationsSubscriptionsDiscoveryRule,Discovery,[Deprecated] SQL Server 2012 Replication Publications and Subscriptions Discovery Provider,This object discovery discovers replication publications and subscriptions for each SQL Server 2012 database.  The discovery is disabled by default. Considered to be obsolete in this Management Pack.,Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReplicationPublicationsSubscriptionsDiscoveryRule,Discovery,[Deprecated] SQL Server 2012 Replication Publications and Subscriptions Discovery Provider,This object discovery discovers replication publications and subscriptions for each SQL Server 2012 database.  The discovery is disabled by default. Considered to be obsolete in this Management Pack.,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReplicationPublicationsSubscriptionsDiscoveryRule,Discovery,[Deprecated] SQL Server 2012 Replication Publications and Subscriptions Discovery Provider,This object discovery discovers replication publications and subscriptions for each SQL Server 2012 database.  The discovery is disabled by default. Considered to be obsolete in this Management Pack.,SyncTime,string,,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReplicationPublicationsSubscriptionsDiscoveryRule,Discovery,[Deprecated] SQL Server 2012 Replication Publications and Subscriptions Discovery Provider,This object discovery discovers replication publications and subscriptions for each SQL Server 2012 database.  The discovery is disabled by default. Considered to be obsolete in this Management Pack.,IntervalSeconds,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ExpressInstancesGroup.Discovery,Discovery,MSSQL 2012: Populate SQL Server Express 2012 Instance Group,This discovery rule populates SQL Server 2012 Express Instance group with all SQL Server Express 2012 DB Engines.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReplicationComponentDiscoveryRule,Discovery,[Deprecated] Discover Replication Components,This object discovery discovers all SQL Server Replication components on an SQL Server 2012 DB Engine.  The discovery is disabled by default. Considered to be obsolete in this Management Pack.,Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReplicationComponentDiscoveryRule,Discovery,[Deprecated] Discover Replication Components,This object discovery discovers all SQL Server Replication components on an SQL Server 2012 DB Engine.  The discovery is disabled by default. Considered to be obsolete in this Management Pack.,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReplicationComponentDiscoveryRule,Discovery,[Deprecated] Discover Replication Components,This object discovery discovers all SQL Server Replication components on an SQL Server 2012 DB Engine.  The discovery is disabled by default. Considered to be obsolete in this Management Pack.,IntervalSeconds,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReplicationComponentDiscoveryRule,Discovery,[Deprecated] Discover Replication Components,This object discovery discovers all SQL Server Replication components on an SQL Server 2012 DB Engine.  The discovery is disabled by default. Considered to be obsolete in this Management Pack.,SyncTime,string,,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AgentsGroup.Discovery,Discovery,MSSQL 2012: Populate SQL Server 2012 Agents Group,This discovery rule populates SQL Server 2012 Agents group with all SQL Server 2012 agents.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReportingServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Reporting Services (Windows Server),"This object discovery discovers all instances of SQL Server 2012 Reporting Services. By default, all instances are discovered and monitored.",Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReportingServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Reporting Services (Windows Server),"This object discovery discovers all instances of SQL Server 2012 Reporting Services. By default, all instances are discovered and monitored.",TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReportingServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Reporting Services (Windows Server),"This object discovery discovers all instances of SQL Server 2012 Reporting Services. By default, all instances are discovered and monitored.",SyncTime,string,,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.ReportingServicesDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Reporting Services (Windows Server),"This object discovery discovers all instances of SQL Server 2012 Reporting Services. By default, all instances are discovered and monitored.",IntervalSeconds,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.Discovery.DBFile.Partitioned,Discovery,MSSQL 2012: Discover Data Files,This discovery rule discovers the file information for each SQL Server 2012 Database.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.Discovery.DBFile.Partitioned,Discovery,MSSQL 2012: Discover Data Files,This discovery rule discovers the file information for each SQL Server 2012 Database.,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBFilesDiscoveryRule,Discovery,Discover Files,"This object discovery discovers the file information for each SQL Server 2012 Database.  The discovery is used in specific databases or DB Engine instances, where a deeper file monitoring is required.",Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBFilesDiscoveryRule,Discovery,Discover Files,"This object discovery discovers the file information for each SQL Server 2012 Database.  The discovery is used in specific databases or DB Engine instances, where a deeper file monitoring is required.",TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.AlertsScopeGroupSeedDiscovery,Discovery,MSSQL 2012: Alerts Scope Group Seed Discovery,This object discovery populates the Alerts Scope group to contain all SQL Server 2012 Installation Seeds.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.PopulateSQLServersComputerGroup,Discovery,Populate Microsoft SQL Server 2012 Computer Group,This object discovery populates SQL Server 2012 Computer Group with all computers that are running one or more components of SQL Server 2012.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBFileGroupDiscoveryRule,Discovery,Discover Filegroups,This object discovery discovers the Filegroup information for each SQL Server 2012 Database.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBFileGroupDiscoveryRule,Discovery,Discover Filegroups,This object discovery discovers the Filegroup information for each SQL Server 2012 Database.,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBEngineDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Database Engines (Windows Server),"This object discovery discovers all instances of SQL Server 2012 DB Engine running on Windows Servers. By default, all instances are discovered and monitored. You can override the discovery to exclude one or more instances from being discovered using the Exclude List.  This list takes a comma-separated list of instances or * wildcard to exclude all instances.",Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBEngineDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Database Engines (Windows Server),"This object discovery discovers all instances of SQL Server 2012 DB Engine running on Windows Servers. By default, all instances are discovered and monitored. You can override the discovery to exclude one or more instances from being discovered using the Exclude List.  This list takes a comma-separated list of instances or * wildcard to exclude all instances.",IntervalSeconds,int,14400,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBEngineDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Database Engines (Windows Server),"This object discovery discovers all instances of SQL Server 2012 DB Engine running on Windows Servers. By default, all instances are discovered and monitored. You can override the discovery to exclude one or more instances from being discovered using the Exclude List.  This list takes a comma-separated list of instances or * wildcard to exclude all instances.",TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBEngineDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Database Engines (Windows Server),"This object discovery discovers all instances of SQL Server 2012 DB Engine running on Windows Servers. By default, all instances are discovered and monitored. You can override the discovery to exclude one or more instances from being discovered using the Exclude List.  This list takes a comma-separated list of instances or * wildcard to exclude all instances.",SyncTime,string,,,,,
Microsoft.SQLServer.2012.Discovery,Microsoft.SQLServer.2012.DBEngineDiscoveryRule.Server,Discovery,Discover SQL Server 2012 Database Engines (Windows Server),"This object discovery discovers all instances of SQL Server 2012 DB Engine running on Windows Servers. By default, all instances are discovered and monitored. You can override the discovery to exclude one or more instances from being discovered using the Exclude List.  This list takes a comma-separated list of instances or * wildcard to exclude all instances.",ExcludeList,string,,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_Service_Broker_could_not_query_the_FIPS_compliance_mode_flag_from_the_registry_5_Rule,Rule,SQL Server Service Broker could not query the FIPS compliance mode flag from the registry,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_Service_Broker_could_not_query_the_FIPS_compliance_mode_flag_from_the_registry_5_Rule,Rule,SQL Server Service Broker could not query the FIPS compliance mode flag from the registry,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_Service_Broker_could_not_query_the_FIPS_compliance_mode_flag_from_the_registry_5_Rule,Rule,SQL Server Service Broker could not query the FIPS compliance mode flag from the registry,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_log_for_database_is_not_available_1_5_Rule,Rule,The log for database is not available,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_log_for_database_is_not_available_1_5_Rule,Rule,The log for database is not available,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_log_for_database_is_not_available_1_5_Rule,Rule,The log for database is not available,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQLServer_SSIS_Pipeline_Rows_Read_15.0_minutes_2_Rule,Rule,SSIS 2012: Pipeline: Rows Read,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQLServer_SSIS_Pipeline_Rows_Read_15.0_minutes_2_Rule,Rule,SSIS 2012: Pipeline: Rows Read,,Frequency,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Optimized_concurrent_query_limit_has_been_exceeded_1_5_Rule,Rule,Optimized concurrent query limit has been exceeded,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Optimized_concurrent_query_limit_has_been_exceeded_1_5_Rule,Rule,Optimized concurrent query limit has been exceeded,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Optimized_concurrent_query_limit_has_been_exceeded_1_5_Rule,Rule,Optimized concurrent query limit has been exceeded,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__Column_is_not_a_valid_complex_column_1_5_Rule,Rule,Table error: Column is not a valid complex column,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__Column_is_not_a_valid_complex_column_1_5_Rule,Rule,Table error: Column is not a valid complex column,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__Column_is_not_a_valid_complex_column_1_5_Rule,Rule,Table error: Column is not a valid complex column,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__Page_is_missing_a_reference_from_previous_page._Possible_chain_linkage_problem_1_5_Rule,Rule,Table error: Page is missing a reference from previous page. Possible chain linkage problem,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__Page_is_missing_a_reference_from_previous_page._Possible_chain_linkage_problem_1_5_Rule,Rule,Table error: Page is missing a reference from previous page. Possible chain linkage problem,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__Page_is_missing_a_reference_from_previous_page._Possible_chain_linkage_problem_1_5_Rule,Rule,Table error: Page is missing a reference from previous page. Possible chain linkage problem,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Full_Text_Search___Full_text_catalog_is_in_a_unusable_state._Drop_and_re_create_this_full_text_catalog_1_5_Rule,Rule,Full Text Search: Full-text catalog is in an unusable state. Drop and re-create this full-text catalog,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Full_Text_Search___Full_text_catalog_is_in_a_unusable_state._Drop_and_re_create_this_full_text_catalog_1_5_Rule,Rule,Full Text Search: Full-text catalog is in an unusable state. Drop and re-create this full-text catalog,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Full_Text_Search___Full_text_catalog_is_in_a_unusable_state._Drop_and_re_create_this_full_text_catalog_1_5_Rule,Rule,Full Text Search: Full-text catalog is in an unusable state. Drop and re-create this full-text catalog,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQLServer_Broker_Activation_Task_Limit_Reached__Total_15.0_minutes_5_Rule,Rule,MSSQL 2012: Broker Activation: Task Limit Reached,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQLServer_Broker_Activation_Task_Limit_Reached__Total_15.0_minutes_5_Rule,Rule,MSSQL 2012: Broker Activation: Task Limit Reached,,Frequency,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Operating_system_error_on_a_device_1_5_Rule,Rule,Operating system error on a device,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Operating_system_error_on_a_device_1_5_Rule,Rule,Operating system error on a device,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Operating_system_error_on_a_device_1_5_Rule,Rule,Operating system error on a device,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_obtain_exclusive_lock_on_database_5_Rule,Rule,Could not obtain exclusive lock on database,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_obtain_exclusive_lock_on_database_5_Rule,Rule,Could not obtain exclusive lock on database,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_obtain_exclusive_lock_on_database_5_Rule,Rule,Could not obtain exclusive lock on database,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_SQL_Server_Service_Broker_message_transmitter_5_Rule,Rule,An error occurred in the SQL Server Service Broker message transmitter,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_SQL_Server_Service_Broker_message_transmitter_5_Rule,Rule,An error occurred in the SQL Server Service Broker message transmitter,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_SQL_Server_Service_Broker_message_transmitter_5_Rule,Rule,An error occurred in the SQL Server Service Broker message transmitter,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.LoginsPerSecCollection,Rule,MSSQL 2012: Logins per Second,Total number of logins started per second. This does not include pooled connections.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.LoginsPerSecCollection,Rule,MSSQL 2012: Logins per Second,Total number of logins started per second. This does not include pooled connections.,Frequency,int,300,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,Rule,An SQL Server Service Broker conversation closed due to an error,,Enabled,bool,TRUE,,,,
