ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Test,QA,Production,Performance,Notes
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoShrinkConfiguration,UnitMonitor,Auto Shrink Configuration,Monitors the Auto Shrink setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,ExpectedValue,string,OFF,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoShrinkConfiguration,UnitMonitor,Auto Shrink Configuration,Monitors the Auto Shrink setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,TimeoutSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatAsyncConfiguration,UnitMonitor,Auto Update Statistics Async Configuration,Monitors the Auto Update Atatistics Asynchronously setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,Enabled,bool,FALSE,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatAsyncConfiguration,UnitMonitor,Auto Update Statistics Async Configuration,Monitors the Auto Update Atatistics Asynchronously setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatAsyncConfiguration,UnitMonitor,Auto Update Statistics Async Configuration,Monitors the Auto Update Atatistics Asynchronously setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,IntervalSeconds,int,43200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatAsyncConfiguration,UnitMonitor,Auto Update Statistics Async Configuration,Monitors the Auto Update Atatistics Asynchronously setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatAsyncConfiguration,UnitMonitor,Auto Update Statistics Async Configuration,Monitors the Auto Update Atatistics Asynchronously setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,ExpectedValue,string,OFF,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatAsyncConfiguration,UnitMonitor,Auto Update Statistics Async Configuration,Monitors the Auto Update Atatistics Asynchronously setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,TimeoutSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatConfiguration,UnitMonitor,Auto Update Statistics Configuration,Monitors the Auto Update Statistics setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,Enabled,bool,FALSE,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatConfiguration,UnitMonitor,Auto Update Statistics Configuration,Monitors the Auto Update Statistics setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatConfiguration,UnitMonitor,Auto Update Statistics Configuration,Monitors the Auto Update Statistics setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,IntervalSeconds,int,43200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatConfiguration,UnitMonitor,Auto Update Statistics Configuration,Monitors the Auto Update Statistics setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatConfiguration,UnitMonitor,Auto Update Statistics Configuration,Monitors the Auto Update Statistics setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,ExpectedValue,string,ON,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.Database.AutoUpdateStatConfiguration,UnitMonitor,Auto Update Statistics Configuration,Monitors the Auto Update Statistics setting for the database. Note: This monitor is disabled by default. Please use overrides to enable it when necessary.,TimeoutSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBFilegroupFx.HashIndexAvgChainLength,UnitMonitor,Average length of the row chains in the hash buckets,This monitor checks Hash Index Empty Buckets Count and Average Length of the Row Chains in the SQL Database.,Enabled,bool,TRUE,FALSE,FALSE,TRUE,TRUE,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBFilegroupFx.HashIndexAvgChainLength,UnitMonitor,Average length of the row chains in the hash buckets,This monitor checks Hash Index Empty Buckets Count and Average Length of the Row Chains in the SQL Database.,ErrorTopLines,string,5,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBFilegroupFx.HashIndexAvgChainLength,UnitMonitor,Average length of the row chains in the hash buckets,This monitor checks Hash Index Empty Buckets Count and Average Length of the Row Chains in the SQL Database.,EmptyBucketPercentThreshold,string,10,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBFilegroupFx.HashIndexAvgChainLength,UnitMonitor,Average length of the row chains in the hash buckets,This monitor checks Hash Index Empty Buckets Count and Average Length of the Row Chains in the SQL Database.,TimeoutSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBFilegroupFx.HashIndexAvgChainLength,UnitMonitor,Average length of the row chains in the hash buckets,This monitor checks Hash Index Empty Buckets Count and Average Length of the Row Chains in the SQL Database.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBFilegroupFx.HashIndexAvgChainLength,UnitMonitor,Average length of the row chains in the hash buckets,This monitor checks Hash Index Empty Buckets Count and Average Length of the Row Chains in the SQL Database.,IntervalSeconds,int,43200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBFilegroupFx.HashIndexAvgChainLength,UnitMonitor,Average length of the row chains in the hash buckets,This monitor checks Hash Index Empty Buckets Count and Average Length of the Row Chains in the SQL Database.,AvgChainLengthThreshold,string,100,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBFilegroupFx.HashIndexAvgChainLength,UnitMonitor,Average length of the row chains in the hash buckets,This monitor checks Hash Index Empty Buckets Count and Average Length of the Row Chains in the SQL Database.,SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBEngine.AverageWaitTime,UnitMonitor,Average Wait Time,Average Wait Time monitor for DBs,Enabled,bool,TRUE,FALSE,FALSE,TRUE,TRUE,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBEngine.AverageWaitTime,UnitMonitor,Average Wait Time,Average Wait Time monitor for DBs,SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBEngine.AverageWaitTime,UnitMonitor,Average Wait Time,Average Wait Time monitor for DBs,Threshold,int,250,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBEngine.AverageWaitTime,UnitMonitor,Average Wait Time,Average Wait Time monitor for DBs,TimeoutSeconds,int,200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBEngine.AverageWaitTime,UnitMonitor,Average Wait Time,Average Wait Time monitor for DBs,NumSamples,int,6,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBEngine.AverageWaitTime,UnitMonitor,Average Wait Time,Average Wait Time monitor for DBs,IntervalSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.Monitor.DBEngine.AverageWaitTime,UnitMonitor,Average Wait Time,Average Wait Time monitor for DBs,SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine._.NET_Framework_runtime_was_shut_down_by_user_code_5_Rule,Rule,Azure SQL MI: .NET Framework runtime was shut down by user code,"The rule triggers an alert when a user defined type, user defined-function, or user-defined property in an assembly contains faulty code.",Enabled,bool,TRUE,FALSE,FALSE,TRUE,TRUE,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine._.NET_Framework_runtime_was_shut_down_by_user_code_5_Rule,Rule,Azure SQL MI: .NET Framework runtime was shut down by user code,"The rule triggers an alert when a user defined type, user defined-function, or user-defined property in an assembly contains faulty code.",IntervalSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine._.NET_Framework_runtime_was_shut_down_by_user_code_5_Rule,Rule,Azure SQL MI: .NET Framework runtime was shut down by user code,"The rule triggers an alert when a user defined type, user defined-function, or user-defined property in an assembly contains faulty code.",SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine._.NET_Framework_runtime_was_shut_down_by_user_code_5_Rule,Rule,Azure SQL MI: .NET Framework runtime was shut down by user code,"The rule triggers an alert when a user defined type, user defined-function, or user-defined property in an assembly contains faulty code.",TimeoutSeconds,int,200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine._.NET_Framework_runtime_was_shut_down_by_user_code_5_Rule,Rule,Azure SQL MI: .NET Framework runtime was shut down by user code,"The rule triggers an alert when a user defined type, user defined-function, or user-defined property in an assembly contains faulty code.",SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine._.NET_Framework_runtime_was_shut_down_by_user_code_5_Rule,Rule,Azure SQL MI: .NET Framework runtime was shut down by user code,"The rule triggers an alert when a user defined type, user defined-function, or user-defined property in an assembly contains faulty code.",Severity,int,2,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine._.NET_Framework_runtime_was_shut_down_by_user_code_5_Rule,Rule,Azure SQL MI: .NET Framework runtime was shut down by user code,"The rule triggers an alert when a user defined type, user defined-function, or user-defined property in an assembly contains faulty code.",Priority,int,1,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_default_full_text_catalog_does_not_exist_in_the_database_or_user_does_not_have_permission_to_perform_this_action_5_Rule,Rule,Azure SQL MI: A default full-text catalog does not exist in the database or user does not have permission to perform this action,"The full-text catalog does not exist, or the user does not have the appropriate permission to create a full-text index in the catalog.",Enabled,bool,TRUE,FALSE,FALSE,TRUE,TRUE,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_default_full_text_catalog_does_not_exist_in_the_database_or_user_does_not_have_permission_to_perform_this_action_5_Rule,Rule,Azure SQL MI: A default full-text catalog does not exist in the database or user does not have permission to perform this action,"The full-text catalog does not exist, or the user does not have the appropriate permission to create a full-text index in the catalog.",IntervalSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_default_full_text_catalog_does_not_exist_in_the_database_or_user_does_not_have_permission_to_perform_this_action_5_Rule,Rule,Azure SQL MI: A default full-text catalog does not exist in the database or user does not have permission to perform this action,"The full-text catalog does not exist, or the user does not have the appropriate permission to create a full-text index in the catalog.",SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_default_full_text_catalog_does_not_exist_in_the_database_or_user_does_not_have_permission_to_perform_this_action_5_Rule,Rule,Azure SQL MI: A default full-text catalog does not exist in the database or user does not have permission to perform this action,"The full-text catalog does not exist, or the user does not have the appropriate permission to create a full-text index in the catalog.",TimeoutSeconds,int,200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_default_full_text_catalog_does_not_exist_in_the_database_or_user_does_not_have_permission_to_perform_this_action_5_Rule,Rule,Azure SQL MI: A default full-text catalog does not exist in the database or user does not have permission to perform this action,"The full-text catalog does not exist, or the user does not have the appropriate permission to create a full-text index in the catalog.",SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_default_full_text_catalog_does_not_exist_in_the_database_or_user_does_not_have_permission_to_perform_this_action_5_Rule,Rule,Azure SQL MI: A default full-text catalog does not exist in the database or user does not have permission to perform this action,"The full-text catalog does not exist, or the user does not have the appropriate permission to create a full-text index in the catalog.",Severity,int,1,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_default_full_text_catalog_does_not_exist_in_the_database_or_user_does_not_have_permission_to_perform_this_action_5_Rule,Rule,Azure SQL MI: A default full-text catalog does not exist in the database or user does not have permission to perform this action,"The full-text catalog does not exist, or the user does not have the appropriate permission to create a full-text index in the catalog.",Priority,int,1,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_fatal_error_occurred_in_.NET_Framework_runtime_5_Rule,Rule,Azure SQL MI: A fatal error occurred in .NET Framework runtime,The rule triggers an alert when the .NET Framework shuts down due to an error.,Enabled,bool,TRUE,FALSE,FALSE,TRUE,TRUE,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_fatal_error_occurred_in_.NET_Framework_runtime_5_Rule,Rule,Azure SQL MI: A fatal error occurred in .NET Framework runtime,The rule triggers an alert when the .NET Framework shuts down due to an error.,IntervalSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_fatal_error_occurred_in_.NET_Framework_runtime_5_Rule,Rule,Azure SQL MI: A fatal error occurred in .NET Framework runtime,The rule triggers an alert when the .NET Framework shuts down due to an error.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_fatal_error_occurred_in_.NET_Framework_runtime_5_Rule,Rule,Azure SQL MI: A fatal error occurred in .NET Framework runtime,The rule triggers an alert when the .NET Framework shuts down due to an error.,TimeoutSeconds,int,200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_fatal_error_occurred_in_.NET_Framework_runtime_5_Rule,Rule,Azure SQL MI: A fatal error occurred in .NET Framework runtime,The rule triggers an alert when the .NET Framework shuts down due to an error.,SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_fatal_error_occurred_in_.NET_Framework_runtime_5_Rule,Rule,Azure SQL MI: A fatal error occurred in .NET Framework runtime,The rule triggers an alert when the .NET Framework shuts down due to an error.,Severity,int,2,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_fatal_error_occurred_in_.NET_Framework_runtime_5_Rule,Rule,Azure SQL MI: A fatal error occurred in .NET Framework runtime,The rule triggers an alert when the .NET Framework shuts down due to an error.,Priority,int,1,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,Azure SQL MI: A SNI call failed during a Service Broker/Database Mirroring transport operation,The rule triggers an alert when a SNI call fails during a Service Broker/Database Mirroring transport operation. Note: This rule is disabled by default. Please use overrides to enable it when necessary.,Enabled,bool,FALSE,,FALSE,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,Azure SQL MI: A SNI call failed during a Service Broker/Database Mirroring transport operation,The rule triggers an alert when a SNI call fails during a Service Broker/Database Mirroring transport operation. Note: This rule is disabled by default. Please use overrides to enable it when necessary.,IntervalSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,Azure SQL MI: A SNI call failed during a Service Broker/Database Mirroring transport operation,The rule triggers an alert when a SNI call fails during a Service Broker/Database Mirroring transport operation. Note: This rule is disabled by default. Please use overrides to enable it when necessary.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,Azure SQL MI: A SNI call failed during a Service Broker/Database Mirroring transport operation,The rule triggers an alert when a SNI call fails during a Service Broker/Database Mirroring transport operation. Note: This rule is disabled by default. Please use overrides to enable it when necessary.,TimeoutSeconds,int,200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,Azure SQL MI: A SNI call failed during a Service Broker/Database Mirroring transport operation,The rule triggers an alert when a SNI call fails during a Service Broker/Database Mirroring transport operation. Note: This rule is disabled by default. Please use overrides to enable it when necessary.,SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,Azure SQL MI: A SNI call failed during a Service Broker/Database Mirroring transport operation,The rule triggers an alert when a SNI call fails during a Service Broker/Database Mirroring transport operation. Note: This rule is disabled by default. Please use overrides to enable it when necessary.,Severity,int,2,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,Azure SQL MI: A SNI call failed during a Service Broker/Database Mirroring transport operation,The rule triggers an alert when a SNI call fails during a Service Broker/Database Mirroring transport operation. Note: This rule is disabled by default. Please use overrides to enable it when necessary.,Priority,int,1,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker conversation has been closed due to an error,The rule triggers an alert when a SQL Server Service Broker conversation has been closed due to an error.,Enabled,bool,TRUE,FALSE,FALSE,TRUE,TRUE,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker conversation has been closed due to an error,The rule triggers an alert when a SQL Server Service Broker conversation has been closed due to an error.,IntervalSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker conversation has been closed due to an error,The rule triggers an alert when a SQL Server Service Broker conversation has been closed due to an error.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker conversation has been closed due to an error,The rule triggers an alert when a SQL Server Service Broker conversation has been closed due to an error.,TimeoutSeconds,int,200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker conversation has been closed due to an error,The rule triggers an alert when a SQL Server Service Broker conversation has been closed due to an error.,SyncTime,string,,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker conversation has been closed due to an error,The rule triggers an alert when a SQL Server Service Broker conversation has been closed due to an error.,Severity,int,2,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_conversation_closed_due_to_an_error_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker conversation has been closed due to an error,The rule triggers an alert when a SQL Server Service Broker conversation has been closed due to an error.,Priority,int,1,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_procedure_output_results_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker procedure output results,"A stored procedure, which was internally activated by SQL Server Service Broker, output results. Internal procedures should not output results. The event in the Windows application log contains the procedure name, the queue name, and the output results. The event is logged as MSSQLSERVER event ID 9724. Note: This rule is disabled by default. Please use overrides to enable it when necessary.",Enabled,bool,FALSE,FALSE,FALSE,TRUE,TRUE,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_procedure_output_results_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker procedure output results,"A stored procedure, which was internally activated by SQL Server Service Broker, output results. Internal procedures should not output results. The event in the Windows application log contains the procedure name, the queue name, and the output results. The event is logged as MSSQLSERVER event ID 9724. Note: This rule is disabled by default. Please use overrides to enable it when necessary.",IntervalSeconds,int,300,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_procedure_output_results_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker procedure output results,"A stored procedure, which was internally activated by SQL Server Service Broker, output results. Internal procedures should not output results. The event in the Windows application log contains the procedure name, the queue name, and the output results. The event is logged as MSSQLSERVER event ID 9724. Note: This rule is disabled by default. Please use overrides to enable it when necessary.",SqlTimeoutSeconds,int,15,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_procedure_output_results_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker procedure output results,"A stored procedure, which was internally activated by SQL Server Service Broker, output results. Internal procedures should not output results. The event in the Windows application log contains the procedure name, the queue name, and the output results. The event is logged as MSSQLSERVER event ID 9724. Note: This rule is disabled by default. Please use overrides to enable it when necessary.",TimeoutSeconds,int,200,,,,,
Microsoft.Azure.ManagedInstance.Monitoring,Microsoft.Azure.ManagedInstance.EventRule.DBEngine.A_SQL_Server_Service_Broker_procedure_output_results_5_Rule,Rule,Azure SQL MI: A SQL Server Service Broker procedure output results,"A stored procedure, which was internally activated by SQL Server Service Broker, output results. Internal procedures should not output results. The event in the Windows application log contains the procedure name, the queue name, and the output results. The event is logged as MSSQLSERVER event ID 9724. Note: This rule is disabled by default. Please use overrides to enable it when necessary.",SyncTime,string,,,,,,
